Date,Open,High,Low,Close,Volume
2024-04-08,161.64999389648438,162.5,160.3300018310547,161.27000427246094,7253200
2024-04-09,161.85000610351562,162.52999877929688,160.4600067138672,162.0,6576200
2024-04-10,162.2100067138672,162.77000427246094,161.00999450683594,162.6699981689453,7525800
2024-04-11,163.6199951171875,163.6199951171875,159.8000030517578,161.88999938964844,7682500
2024-04-12,162.2899932861328,163.8699951171875,158.0399932861328,158.9600067138672,11071000
2024-04-15,159.94000244140625,160.49000549316406,157.36000061035156,157.58999633789062,7236900
2024-04-16,157.3000030517578,157.80999755859375,155.4199981689453,156.27999877929688,5541900
2024-04-17,155.99000549316406,157.7100067138672,155.63999938964844,156.39999389648438,6733900
2024-04-18,157.13999938964844,158.0399932861328,156.38999938964844,157.57000732421875,4979200
2024-04-19,158.75,160.75,158.14999389648438,160.0,7734700
2024-04-22,159.9499969482422,162.6999969482422,158.44000244140625,161.9199981689453,6779200
2024-04-23,161.30999755859375,162.85000610351562,160.60000610351562,162.85000610351562,5597600
2024-04-24,161.8800048828125,163.83999633789062,161.4499969482422,163.57000732421875,7610300
2024-04-25,163.6999969482422,165.60000610351562,162.6699981689453,165.27999877929688,9702600
2024-04-26,165.22999572753906,166.97999572753906,163.3000030517578,165.88999938964844,9736400
2024-04-29,165.91000366210938,167.11000061035156,164.69000244140625,166.3300018310547,6364000
2024-04-30,165.97000122070312,166.1199951171875,160.9499969482422,161.27000427246094,8457300
2024-05-01,160.77999877929688,161.4499969482422,158.89999389648438,159.6300048828125,7713700
2024-05-02,160.41000366210938,161.77999877929688,159.88999938964844,160.72999572753906,8597100
2024-05-03,160.66000366210938,160.66000366210938,157.0399932861328,160.25,11664500
2024-05-06,160.72999572753906,164.02000427246094,160.72999572753906,162.3000030517578,8430300
2024-05-07,162.30999755859375,163.14999389648438,162.02000427246094,162.6699981689453,6869900
2024-05-08,161.9499969482422,163.0800018310547,161.5399932861328,162.5399932861328,6706400
2024-05-09,163.02000427246094,165.50999450683594,162.72999572753906,165.4499969482422,6683300
2024-05-10,166.0399932861328,166.4199981689453,165.02000427246094,165.82000732421875,5490900
2024-05-13,166.47999572753906,166.91000366210938,162.97999572753906,164.52999877929688,6848300
2024-05-14,164.33999633789062,165.1999969482422,163.02000427246094,163.61000061035156,4924000
2024-05-15,163.1300048828125,163.8000030517578,160.1699981689453,163.0500030517578,7603100
2024-05-16,161.52999877929688,162.0,160.47999572753906,161.08999633789062,6409400
2024-05-17,161.75,162.97000122070312,161.19000244140625,162.6699981689453,5497900
2024-05-20,162.72000122070312,163.0,161.07000732421875,161.13999938964844,4913800
2024-05-21,160.5800018310547,161.4600067138672,159.74000549316406,159.97000122070312,4783300
2024-05-22,159.52000427246094,159.52000427246094,156.52000427246094,157.57000732421875,6260500
2024-05-23,157.9199981689453,158.60000610351562,156.3300018310547,156.94000244140625,6718400
2024-05-24,158.0800018310547,158.97000122070312,157.3000030517578,157.75,4477700
2024-05-28,158.1199951171875,159.4199981689453,157.9499969482422,159.0399932861328,6928300
2024-05-29,158.02000427246094,158.49000549316406,156.44000244140625,156.89999389648438,5909600
2024-05-30,156.85000610351562,158.4600067138672,156.80999755859375,158.25999450683594,6369600
2024-05-31,158.6300048828125,162.5800018310547,158.50999450683594,162.3000030517578,10334200
2024-06-03,161.49000549316406,161.67999267578125,156.4600067138672,157.4600067138672,9009900
2024-06-04,155.72000122070312,156.35000610351562,154.11000061035156,156.1300048828125,6360500
2024-06-05,156.16000366210938,157.02000427246094,154.52999877929688,154.97999572753906,7058500
2024-06-06,154.5,156.02000427246094,153.38999938964844,155.92999267578125,5215100
2024-06-07,155.7100067138672,157.69000244140625,155.1300048828125,156.0800018310547,5887700
2024-06-10,156.41000366210938,158.1999969482422,156.32000732421875,156.74000549316406,7074700
2024-06-11,156.1699981689453,156.75,154.47999572753906,156.49000549316406,5132000
2024-06-12,157.49000549316406,157.6300048828125,152.39999389648438,154.22000122070312,10017400
2024-06-13,153.77000427246094,154.08999633789062,152.22999572753906,152.83999633789062,6163000
2024-06-14,153.1300048828125,153.2899932861328,151.97000122070312,152.57000732421875,6159100
2024-06-17,152.5,153.92999267578125,151.92999267578125,153.19000244140625,6321400
2024-06-18,153.5500030517578,155.9499969482422,152.83999633789062,153.3300018310547,6942900
2024-06-20,153.7100067138672,157.41000366210938,153.25,156.63999938964844,8336000
2024-06-21,156.8000030517578,157.6699981689453,155.22000122070312,155.27999877929688,21289800
2024-06-24,156.27000427246094,159.5399932861328,156.19000244140625,159.30999755859375,7971600
2024-06-25,159.1199951171875,159.36000061035156,157.6699981689453,158.4600067138672,5985400
2024-06-26,158.4600067138672,158.4600067138672,155.7899932861328,155.9499969482422,8637800
2024-06-27,156.6999969482422,156.94000244140625,155.63999938964844,156.32000732421875,5568700
2024-06-28,157.52000427246094,158.5800018310547,156.1699981689453,156.4199981689453,11283400
2024-07-01,157.16000366210938,158.6999969482422,155.97999572753906,156.52000427246094,5584100
2024-07-02,157.67999267578125,157.72000122070312,155.4499969482422,156.75,7216800
2024-07-03,156.94000244140625,157.74000549316406,156.55999755859375,156.7100067138672,3264200
2024-07-05,156.5500030517578,156.5500030517578,153.67999267578125,154.30999755859375,6183100
2024-07-08,153.32000732421875,155.27999877929688,153.32000732421875,154.3300018310547,4990700
2024-07-09,153.0,154.75999450683594,152.35000610351562,152.97999572753906,5301600
2024-07-10,152.5,155.44000244140625,152.3000030517578,155.1300048828125,5416600
2024-07-11,155.0,156.67999267578125,154.22000122070312,155.25999450683594,8322500
2024-07-12,156.16000366210938,156.44000244140625,154.55999755859375,155.58999633789062,6446300
2024-07-15,156.9499969482422,159.52000427246094,156.3699951171875,158.0399932861328,5661200
2024-07-16,157.00999450683594,158.30999755859375,156.14999389648438,157.77000427246094,6924200
